name,website_link,reservation_link
Maiden Lane,http://www.themaidenlane.com/,Not found
Blanche's Tavern,,Not found
Bad Habit Ice Creams,http://badhabiticecreams.com/,Not found
High Demand Social Club,https://highdemandsocialclub.com/,Not found
Sip + Co. East Village,Not found,Not found
Lovers of Today,http://loversoftodaynyc.com/,Not found
96 Tears,http://96tearsnyc.com/,https://96tearsnyc.com/reservations
Soda Club,https://www.sodaclubnyc.com/,https://resy.com/cities/ny/soda-club
Lucky,http://www.luckyonb.com/,Not found
Brindle Room,http://brindleroomny.com/,https://resy.com/cities/ny/brindle-room
Royale,http://royalebarnyc.com/,Not found
Madeline's Martini,http://madelinesmartini.com/,https://resy.com/cities/ny/madelines-martini
The York,Not found,Not found
Jose Luis Mediterranean Cuisine,http://joseluisnewyork.com/,Not found
Rumba NYC Bar & Grill,Not found,Not found
RUE-B,,Not found
Hi-Note,https://www.hi-note.nyc/,Not found
Studio 151,http://studioonefiftyone.com/,https://resy.com/cities/ny/studio-151
Nublu,Not found,Not found
The Cabinet Mezcal Bar,http://www.thecabinetnyc.com/,http://www.thecabinetnyc.com/
Bobby's Night Out,http://www.bobbysnightout.com/,Not found
The Mallard Drake,,Not found
Million Goods,https://million-goods.com/,Not found
Capri Social Club,,Not found
Wise Guy NY,,Not found
The Tasting Room,Not found,Not found
Twins Lounge,,Not found
Lake Street Bar,https://www.facebook.com/pages/category/Pub/Lake-Street-170514946445112/,Not found
Pan Pan Vino Vino,https://panpanvinovinobk.com/,Not found
Connie O's,,Not found
Diamond Lil,http://diamondlilbar.com/,Not found
Minnows Bar,http://www.minnowsnyc.com/,Not found
Kingsland Bar & Grill,http://kingslandbk.com/,Not found
Goldie's Bar,https://goldiesbrooklyn.square.site/,Not found
Lovebirds Wine Bar + Bistro,https://www.lovebirdsbk.com/about-us,https://resy.com/cities/ny/lovebirds-wine-bar-and-bistro
The Palace,Not found,Not found
Heaven and Earth,Not found,Not found
Huang Jia,Not found,Not found
Hush Cafe Lounge and Garden,https://www.hushloungegarden.com/,Not found
Bukowski's Pub,,Not found
Ceili House,,Not found
Estancia 460,http://www.estancia460.com/,https://resy.com/cities/ny/estancia-460
GRECA,http://grecanyc.com/,https://www.grecanyc.com/
ART SoHo (Arlo Roof Top),https://artrooftops.com/location/soho/,https://www.opentable.com/restaurant/profile/1040839?ref=1068
Mosaic Lounge nyc,Not found,Not found
North Bar,http://northbartribeca.com/,Not found
Brasserie Fouquet's New York,https://www.hotelsbarriere.com/en/collection-fouquets/new-york/restaurants-and-bars/brasserie-fouquets.html,https://resy.com/cities/ny/fouquets-new-york
Par Ici Café New York,Not found,Not found
Hotel Fouquet's New York,https://www.hotelsbarriere.com/en/new-york/fouquets-new-york.html,Not found
Foxtail,https://www.foxtailnyc.com/,https://www.opentable.com/restaurant/profile/1242220?ref=1068
La Sirène Soho,Not found,https://resy.com/cities/ny/la-sirene-soho
Lupe's East L.A. Kitchen,https://www.lupeskitchen.com/,Not found
SoHo Cigar Bar,http://www.sohocigarbar.com/,Not found
Sopexa USA,Not found,Not found
Terrace on 7,https://www.thedominickhotel.com/terrace-on-7,Not found
Wine Spring,Not found,Not found
El Ta'Koy,http://www.thedominickhotel.com/el-takoy,https://resy.com/cities/ny/el-takoy
Bisou Wine Bar,http://bisoubarnyc.com/,https://resy.com/cities/ny/bisou
Cipriani Downtown (New York City),Not found,Not found
Boqueria Soho,https://boqueriarestaurant.com/tapas-bar-nyc-soho/,https://boqueriarestaurant.com/tapas-bar-nyc-soho/
Kenn's Broome Street Bar,,Not found
Pera Soho,http://www.pera-soho.com/,http://www.pera-soho.com/
Altesi Downtown,https://www.altesinyc.com/downtown,https://www.opentable.com/restaurant/profile/4205?ref=1068
Socialista New York,http://www.socialistalounge.com/,Not found
519,,https://www.519broome.com/reservations/
Black Tap Craft Burgers & Beer - SoHo,https://blacktap.com/location/soho/,Not found
Altro Paradiso,http://www.altroparadiso.com/,https://resy.com/cities/ny/altro-paradiso
Cork Cafe & Wine Bar,http://corksoho.com/,Not found
Thompson Square Studios,,Not found
Her Name Was Carmen,http://www.carmennyc.com/,https://resy.com/cities/ny/her-name-was-carmen
Chaozinho Top,Not found,Not found
(SUB)MERCER,http://submercer.com/,https://resy.com/cities/ny/sub-mercer
Emilio's Ballato,https://www.emiliosballato.com/,Not found
The Crosby Bar,http://www.crosbystreethotel.com/,https://www.opentable.com/restaurant/profile/96922?ref=1068
Botanica Bar,http://botanicabarnyc.com/,Not found
Emporio,http://www.emporiony.com/,https://www.opentable.com/restaurant/profile/30754?ref=1068
Sant Ambroeus Lafayette,https://www.santambroeus.com/pages/location-soho,https://www.santambroeus.com/pages/reservations
Local 92,https://local92ny.com/,https://www.opentable.com/r/local-92-soho-new-york
Milano's Bar,,Not found
Gospel,Not found,Not found
The Bar on Mulberry LLC,https://www.themulberrybar.com/#/,https://resy.com/cities/ny/the-mulberry
Sláinte Bar and Lounge,Not found,Not found
Tom and Jerry's,,Not found
288 Bar,,Not found
TWO FIFTEEN,https://www.publichotels.com/newyork/eat-and-drink/two-fifteen,www.sevenrooms.com/reservations/215
THE ROOF,Not found,Not found
Bar 8 à 10 pour Catherine & cie,Not found,Not found
310 Bowery Bar,http://www.310bowery.nyc/,https://www.310bowery.nyc/reservations
Spicy Moon - Bowery,http://www.spicymoonnyc.com/,https://resy.com/cities/ny/spicy-moon-at-bowery
Karma,Not found,Not found
d.b.a.,,Not found
Lucien,http://www.luciennyc.com/,Not found
La Linea,http://lalinealounge.com/,Not found
BATSU!,http://batsunyc.com/,https://www.exploretock.com/batsunyc/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9UPjrygQ5X6WkYkS5GQKZBD2prA1_00ZccICYFDmBYq4a2aJDJwmHtCKb3zY7GVyoLPO1-GfDF6ZAxblgpbtybjyewwjA%3D%3D
The Grayson,http://www.thegraysonny.com/,Not found
BAR GOTO,https://www.bargoto.com/,Not found
Nexus Lounge,Not found,Not found
One and One,https://www.oneandone.nyc/,Not found
Aziza Cafe and Lounge,,Not found
La Sultana,http://lasultanacafe.com/,Not found
MayRee,http://www.mayreenyc.com/,Not found
Nine Cases,https://www.ninecasesnyc.com/,Not found
Kavasutra Kava Bar - 1st Street,http://www.kavasutra.com/,Not found
Superbueno,http://www.superbuenonyc.com/,https://resy.com/cities/ny/superbueno
Rake Wine Bar,https://www.rakewinebar.com/,Not found
Lydia’s,http://lydiasnyc.com/,Not found
Fools Gold NYC,http://www.foolsgoldnyc.com/,http://www.foolsgoldnyc.com/contact/
Two Doors Down,https://www.twodoorsdown.nyc/,Not found
The Black Saddle,https://www.theblacksaddle.com/,Not found
Graffito Bar NYC,Not found,Not found
Only Love Strangers,http://onlylovestrangers.com/,https://resy.com/cities/ny/only-love-strangers
DROM,http://www.dromnyc.com/,Not found
Supper,Not found,Not found
2A,Not found,Not found
Sing Sing Ave A.,http://www.singsingavea.com/,https://www.singsingavea.com/reserve
The Library,,Not found
Somtum Der,http://www.somtumdernewyork.com/,https://resy.com/cities/ny/somtum-der-east-village
Kelly's Sports Bar,https://www.kellysnyc.com/?y_source=1_MTA0Mjg4MTYzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Not found
Double Down Saloon,http://www.doubledownsaloon.com/,Not found
Berlin,Not found,https://berlin.nyc/reservations/
Sophie's,https://www.facebook.com/Sophies-Bar-NYC-226324232989/,Not found
Mary O's,https://maryos.nyc/,Not found
sweetie,http://sweetie.squarespace.com/,Not found
Old Flings,https://oldflingsnyc.com/,Not found
Conor's Goat,http://conorsgoat.com/,Not found
Bibi Wine Bar,http://www.bibiwinebar.com/,http://www.bibiwinebar.com/contact.html
Wiggle Room,http://wiggleroom.bar/,Not found
Horus Cafe,Not found,Not found
Ace Bar,https://acebar.com/,Not found
Gruppo NYC Thin Crust Pizza,https://www.nycthincrust.com/location/gruppo-thin-crust/,https://www.nycthincrust.com/Prix_Fixe_Packages/
Sake Bar Satsko,http://www.satsko.com/reservations,https://www.satsko.com/reservations/
7B Horseshoe Bar aka Vazacs,https://www.facebook.com/7bHorseshoeBarAkaVazacs/,Not found
Offside NYC,https://offsidenyc.com/,Not found
Josie's,Not found,Not found
O'toole's Way Restaurant & Bar,https://otoolesway.com/,https://www.sevenrooms.com/reservations/otooles?venues=otooles%2Crefineryroof%2Cparkerandquinn%2Cparkavenuetavern%2Ctrademark%2Cthewilsonnyc%2Croyaltonrooftop
GAMA,Not found,Not found
Fabulae Italian wine,Not found,Not found
Pineapple Club,https://pineappleclub.com/,https://www.opentable.com/restaurant/profile/1050919?ref=1068
Identity Bar & Lounge,Not found,Not found
Lamia's Fish Market,http://www.lamiasfishmarket.com/,Not found
Nowon East Village,http://nowonusa.com/,https://resy.com/cities/ny/nowon-east-village
Pig & Butter Ave B Bar,https://www.pigandbutter.com/,Not found
Book Club Bar,http://www.bookclubbar.com/,Not found
Down & Out,https://www.downandoutnyc.com/,Not found
POST,Not found,Not found
Alphabet City Beer Co.,https://www.abcbeer.co/,Not found
The Wayland,http://thewaylandnyc.com/,https://resy.com/cities/ny/the-wayland
The Summit Bar & Cafe,https://the-summit-bar.square.site/,Not found
Ding-a-ling,http://www.dingalingnyc.com/,https://resy.com/cities/ny/ding-a-ling
Joyface,http://joyface.nyc/,Not found
HiLot,Not found,https://resy.com/cities/ny/hilot
Two Perrys,,Not found
Accidental Bar,https://www.accidentalbar.com/,https://resy.com/cities/ny/accidental-bar
Spritzenhaus33,http://www.spritzenhaus33.com/,Not found
Brooklyn Winery,Not found,https://resy.com/cities/ny/brooklyn-winery
Dashi Okume,https://okume.us/,https://resy.com/cities/ny/dashi-okume-brooklyn
towari BAR,Not found,Not found
Nura,http://www.nurabk.com/,https://resy.com/cities/ny/nura
Rule of Thirds,http://thirdsbk.com/,http://thirdsbk.com/
The Lot Radio,https://www.thelotradio.com/,Not found
Ray's Hometown Bar,https://www.raysbarnyc.com/,https://resy.com/cities/ny/rays-hometown-bar
Five Leaves,https://fiveleavesny.com/,https://resy.com/cities/ny/4966
Calexico,Not found,Not found
Keg & Lantern Greenpoint,http://www.kegandlanternbrooklyn.com/,https://www.kegandlanternbrooklyn.com/private-events/
TØRST,Not found,Not found
Amber Steak House,http://ambersteak.house/,https://www.opentable.com/restaurant/profile/171985?ref=1068
El Born,http://www.elbornnyc.com/,https://resy.com/cities/ny/el-born
A Bar Brooklyn,Not found,Not found
Wasabi Sushi,Not found,Not found
Baoburg,http://www.baoburg.com/,https://resy.com/cities/ny/baoburg
Ask For Janice,https://www.askforjanice.nyc/,https://resy.com/cities/ny/ask-for-janice
Ponyboy,,http://ponyboy.nyc/reservations
Good Bar,Not found,Not found
Idle Hour,Not found,Not found
Eavesdrop,Not found,https://resy.com/cities/ny/eavesdrop
The Hidden Pearl,https://www.hiddenpearlbk.com/,Not found
Wanpaku,http://wanpakubk.com/,https://resy.com/cities/ny/wanpaku-hidden-pearl
Slovak Club,Not found,Not found
uck Billy,http://uck-billy.com/,Not found
Spring House Nails & Sugaring Studio,,Not found
Hide & Seek,http://www.hideandseek.nyc/,Not found
Lise & Vito,http://liseandvito.com/,Not found
Raizes Churrascaria,http://raizesgreenpoint.com/,Not found
Jucy Lucy,Not found,Not found
The Esters,http://www.theesters.com/,Not found
The Buttery Bar,http://www.butterybar.com/,Not found
City Vineyard,https://citywinery.com/city-vineyard-nyc,Not found
Greenwich Street Tavern,http://www.gsttribeca.com/,Not found
Yves,http://www.yves-nyc.com/,http://www.yves-nyc.com/
Gilligan's,http://www.gilligansnyc.com/,https://resy.com/cities/ny/gilligans
Brandy Library,http://www.brandylibrary.com/,https://www.exploretock.com/brandy-library-new-york/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9WX7vd6wr4nSyvVbTOFL5ZX3Fv15tUGXtu00E_0r3GCuLXTBnYyySTeld6Ea8pmHmEykwg6Dm-N87VxLD09ROCise1T7Q%3D%3D
JIMMY,https://jimmysoho.com/,https://resy.com/cities/ny/jimmy
Nancy Whiskey Pub,http://nancywhiskeypub.nyc/,Not found
Grand Bar & Salon,https://www.sohogrand.com/dining/grand-bar/,https://resy.com/cities/ny/grand-bar-and-lounge-at-soho-grand-hotel
Club Room at Soho Grand,https://www.clubroomnyc.com/,https://resy.com/cities/ny/club-room-at-soho-grand-hotel
Soho Diner,https://www.sohodinernyc.com/,https://resy.com/cities/ny/soho-diner
Toad Hall,https://toadhallnyc.com/,Not found
The Ruby,http://www.therubynyc.com/,https://www.opentable.com/restaurant/profile/1295320?ref=1068
Il Mulino Prime,https://www.imny.com/location/prime-soho,http://www.imny.com/location/prime-soho
Mezcal and Amaro,https://whatnowny.com/mezcal-and-amaro-brings-sustainable-spirits-to-soho/,Not found
Odd Sister,https://oddsisternyc.com/,https://resy.com/cities/ny/odd-sister
Maison F.P.Journe New York,https://www.fpjourne.com/en,Not found
Crispy Heaven bakery and restaurant,https://www.instagram.com/crispyheavennyc/,https://resy.com/cities/ny/crispy-heaven
La Mercerie,https://www.lamercerieny.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,https://www.lamercerieny.com/?utm_source=GoogleBusinessProfile&utm_medium=Reservations&utm_campaign=MapLabs
Bibliotheque,https://www.bibliothequenyc.com/,https://resy.com/cities/ny/bibliotheque
Now or Never Coffee,http://nowornevercoffee.com/,Not found
La Esquina Brasserie,https://www.esquinanyc.com/,https://esquinanyc.com/reservations
Osteria Morini,http://www.osteriamorini.com/soho-nyc?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,Not found
Cafe Select,,Not found
Despaña,Not found,Not found
La Compagnie des Vins Surnaturels,https://www.compagniedesvinssurnaturels.com/nyc,http://www.compagnienyc.com/reservations
Wine at Broome,Not found,Not found
Champers Social Club,https://www.champerssocialclub.com/,https://resy.com/cities/ny/champers-social-club
Ny24,Not found,Not found
Nattyboys Wine Bar,Not found,Not found
Sweet & Vicious,http://www.sweetandvicious.com/,https://www.sweetandvicious.com/contacts
Spring Lounge,http://thespringlounge.com/,Not found
Mother's Ruin,http://www.mothersruinnyc.com/,Not found
Epistrophy,http://epistrophynyc.com/,https://resy.com/cities/ny/epistrophy
Vig Bar,http://www.vigbar.com/,http://www.vigbar.com/#anchor1
Rintintin,,Not found
Grotta Azzurra Restaurant,http://bluegrotta.com/,https://resy.com/cities/ny/grotta-azzurra-restaurant
Little Rascal,https://www.littlerascalrestaurant.com/,https://resy.com/cities/ny/little-rascal-greenpoint
Balzem,,https://www.opentable.com/restaurant/profile/140134?ref=1068
Mulberry Street Bar,Not found,Not found
Egg Shop,Not found,Not found
Peasant,http://www.peasantnyc.com/,https://resy.com/cities/ny/peasant-nyc
Beyond The Pale,Not found,Not found
19 Cleveland,https://19cleveland.com/,https://resy.com/cities/ny/19-cleveland
Midnight Plus One,https://midnightplusonenyc.com/,Not found
Zutto Japanese Ramen Sushi Bar,https://zuttonyc.com/,https://zuttonyc.com/little-italy-location/
The Wooly,http://thewooly.com/,https://resy.com/cities/ny/the-wooly
Grotta Local,http://www.grottalocalnyc.com/,Not found
Katra Lounge & Event Space,Not found,http://www.katranyc.com/#form_resrv
Loreley Beer Garden,https://www.loreleynyc.com/,https://www.loreleynyc.com/beer-garden-and-beer-hall/?y_source=1_Mjc2MDI0NTctNzE1LWxvY2F0aW9uLnJlc2VydmF0aW9uX3VybA%3D%3D
Jadis,http://www.jadisnyc.com/,https://www.opentable.com/restaurant/profile/236503?ref=1068
"Dixon Place (Open Channels New York, Inc)",http://www.dixonplace.org/,Not found
Bonnie Vee,http://www.bonnievee.com/,Not found
Freemans,http://www.freemansrestaurant.com/,https://resy.com/cities/ny/freemans
The Bowery Rooftop,Not found,Not found
Unlisted,https://unlisted.nyc/,https://resy.com/cities/ny/unlisted
Ray’s,http://www.raysbarnyc.com/,Not found
Banzarbar,https://www.banzarbar.com/,https://resy.com/cities/ny/banzarbar
Outer Heaven,http://outerheaven.nyc/,Not found
Champagne Problems,http://www.champagneproblemsnyc.com/,https://resy.com/cities/ny/champagne-problems
Pinky Swear,http://www.pinkyswearnyc.com/,Not found
The Underground,Not found,Not found
Ainslie Bowery,http://www.ainsliebowery.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp-ainsliebowery,https://www.opentable.com/restaurant/profile/1211932?ref=1068
205 Club,http://www.205club.com/,Not found
Bar Louis,http://www.barlouis.com/,Not found
cloudM New York Bowery,https://www.citizenm.com/cloudm/new-york-bowery,https://resy.com/cities/ny/cloudm
Tampico NYC,http://tampiconyc.com/,https://tmt.spotapps.co/reservations?spot_id=141892&source=google&rwg_token=AJKvS9UDdBxHlaw5UUJHmJSffEF-xOIa6I9BmCllJREXftt9-WFOY48KNSZM1uGITgz1drJ3ij6-KBWPePuc7-p6oZeXZcLmf20I8b-yRn7QCWPeKkLxxo0%3D
Pianos,http://pianosnyc.com/,Not found
Rockwood Music Hall,https://www.rockwoodnyc.com/,Not found
Arlene's Grocery,http://www.arlenesgrocerynyc.com/,Not found
Hair of the Dog,https://www.hairofthedognyc.com/,Not found
The Slipper Room,https://www.slipperroom.com/,Not found
Tre,http://www.trenewyork.com/,https://resy.com/cities/ny/tre
The Skinny Bar and Lounge,http://theskinnynyc.com/,http://theskinny-nyc.com/
Sons of Essex,http://sonsofessexnyc.com/,Not found
Local 138,,Not found
Verlaine,Not found,Not found
Googie's Lounge,Not found,Not found
Boho Karaoke Orchard,http://www.karaokeboho.com/,http://www.karaokeboho.com/reservation
Iggy's Keltic Lounge,,Not found
Marshall Stack,,Not found
